pizzanev	darab	felvetel	kiszallitas
Juhtúrós	1	2006.12.07 16:33:00	2006.12.07 17:50:00
Kívánság	2	2006.12.07 17:23:00	2006.12.07 20:32:00
Hawaii	1	2006.12.07 17:54:00	2006.12.07 18:34:00
Csupa sajt	1	2006.12.07 18:14:00	2006.12.07 20:28:00
Jázmin álma	1	2006.12.07 18:35:00	2006.12.07 20:41:00
Lagúna	3	2006.12.07 18:58:00	2006.12.07 19:48:00
Frankfurti	1	2006.12.07 19:39:00	2006.12.07 22:05:00
Lagúna	2	2006.12.07 20:30:00	2006.12.07 20:57:00
Babos	1	2006.12.07 21:05:00	2006.12.07 22:38:00
Görög	1	2006.12.07 21:34:00	2006.12.07 23:25:00
Tenger gyümölcsei	1	2006.12.07 21:57:00	2006.12.08 0:45:00
Gyros pizza	1	2006.12.07 22:27:00	2006.12.08 0:48:00
Quattro	1	2006.12.07 23:11:00	2006.12.08 1:56:00
Lagúna	2	2006.12.08 0:04:00	2006.12.08 0:33:00
Kívánság	1	2006.12.08 0:06:00	2006.12.08 1:39:00
Gombás	1	2006.12.08 0:57:00	2006.12.08 3:57:00
Caribi	1	2006.12.08 1:31:00	2006.12.08 2:32:00
Görög	1	2006.12.08 1:47:00	2006.12.08 4:57:00
Máj Fair Lady	1	2006.12.08 1:53:00	2006.12.08 4:51:00
Jázmin álma	1	2006.12.08 2:34:00	2006.12.08 5:09:00
Betyáros	1	2006.12.08 3:01:00	2006.12.08 4:17:00
Jobbágy	1	2006.12.08 3:05:00	2006.12.08 6:05:00
Pásztor	2	2006.12.08 3:49:00	2006.12.08 6:40:00
Áfonyás	1	2006.12.08 4:32:00	2006.12.08 6:35:00
Juhtúrós	3	2006.12.08 5:26:00	2006.12.08 6:11:00
Sajtos	3	2006.12.08 6:00:00	2006.12.08 8:02:00
Kiadós	1	2006.12.08 6:46:00	2006.12.08 9:53:00
Szardíniás	1	2006.12.08 6:46:00	2006.12.08 8:34:00
Zöldike	2	2006.12.08 7:00:00	2006.12.08 7:53:00
Erős János	3	2006.12.08 7:55:00	2006.12.08 9:08:00
Nikó	2	2006.12.08 7:56:00	2006.12.08 8:28:00
Nyuszó-Muszó	2	2006.12.08 7:57:00	2006.12.08 10:41:00
Pástétomos	1	2006.12.08 8:27:00	2006.12.08 9:30:00
Caribi	2	2006.12.08 8:44:00	2006.12.08 10:50:00
Vega	1	2006.12.08 9:17:00	2006.12.08 10:26:00
Pástétomos	1	2006.12.08 10:13:00	2006.12.08 12:38:00
Kagylós	1	2006.12.08 10:35:00	2006.12.08 11:48:00
Röfi	1	2006.12.08 10:41:00	2006.12.08 13:34:00
Röfi	1	2006.12.08 11:33:00	2006.12.08 13:48:00
Füstös	1	2006.12.08 11:39:00	2006.12.08 13:57:00
Hellas	3	2006.12.08 12:14:00	2006.12.08 13:35:00
Ínyenc	2	2006.12.08 12:44:00	2006.12.08 14:37:00
Ráki	1	2006.12.08 13:09:00	2006.12.08 15:55:00
Mexikói	3	2006.12.08 13:28:00	2006.12.08 16:07:00
Hamm	2	2006.12.08 13:40:00	2006.12.08 14:29:00
Tonhalas	1	2006.12.08 14:23:00	2006.12.08 16:37:00
Betyáros	3	2006.12.08 15:08:00	2006.12.08 17:01:00
Nikó	3	2006.12.08 16:03:00	2006.12.08 16:30:00
Tonhalas	1	2006.12.08 16:56:00	2006.12.08 19:44:00
Erdő kapitánya	1	2006.12.08 17:52:00	2006.12.08 19:32:00
Gombás	1	2006.12.08 17:58:00	2006.12.08 18:49:00
Sonkás	2	2006.12.08 18:00:00	2006.12.08 18:32:00
Magvas	2	2006.12.08 18:20:00	2006.12.08 20:22:00
Csabesz	2	2006.12.08 18:55:00	2006.12.08 19:19:00
Áfonyás	2	2006.12.08 19:47:00	2006.12.08 22:21:00
Magvas	1	2006.12.08 19:52:00	2006.12.08 22:01:00
Csupa sajt	1	2006.12.08 20:16:00	2006.12.08 22:31:00
Tenger gyümölcsei	2	2006.12.08 20:34:00	2006.12.08 21:36:00
Ínyenc	1	2006.12.08 21:12:00	2006.12.08 23:39:00
Son-go-ku	2	2006.12.08 22:07:00	2006.12.08 23:39:00
Görög	1	2006.12.08 22:19:00	2006.12.08 23:52:00
Quattro	1	2006.12.08 23:03:00	2006.12.09 0:38:00
Mixi	1	2006.12.08 23:18:00	2006.12.09 0:24:00
Röfi	2	2006.12.08 23:48:00	2006.12.09 1:01:00
Sajtos	1	2006.12.09 0:15:00	2006.12.09 0:54:00
Kagylós	1	2006.12.09 1:12:00	2006.12.09 4:04:00
Lagúna	1	2006.12.09 1:41:00	2006.12.09 3:13:00
Magvas	2	2006.12.09 2:08:00	2006.12.09 2:36:00
Röfi	1	2006.12.09 2:46:00	2006.12.09 5:33:00
Kívánság	2	2006.12.09 3:09:00	2006.12.09 4:21:00
Ínyenc	3	2006.12.09 3:16:00	2006.12.09 4:18:00
Caribi	3	2006.12.09 4:00:00	2006.12.09 6:18:00
Son-go-ku	3	2006.12.09 4:53:00	2006.12.09 6:42:00
Excellent	1	2006.12.09 5:34:00	2006.12.09 7:39:00
Barbecue chicken	1	2006.12.09 5:54:00	2006.12.09 6:40:00
Ráki	1	2006.12.09 6:07:00	2006.12.09 8:15:00
Nikó	1	2006.12.09 6:27:00	2006.12.09 9:35:00
Nordic	2	2006.12.09 6:59:00	2006.12.09 8:20:00
Főnök kedvence	1	2006.12.09 7:27:00	2006.12.09 8:20:00
Görög	1	2006.12.09 7:39:00	2006.12.09 10:49:00
Tenger gyümölcsei	1	2006.12.09 7:54:00	2006.12.09 11:00:00
Spanyol	1	2006.12.09 7:55:00	2006.12.09 9:06:00
Barbecue chicken	3	2006.12.09 8:28:00	2006.12.09 10:52:00
Tündi kedvence	1	2006.12.09 9:14:00	2006.12.09 11:00:00
Spanyol	1	2006.12.09 9:38:00	2006.12.09 11:39:00
Hellas	1	2006.12.09 10:19:00	2006.12.09 11:13:00
Quattro	1	2006.12.09 11:02:00	2006.12.09 13:53:00
Törperős	1	2006.12.09 11:26:00	2006.12.09 13:31:00
Ráki	1	2006.12.09 11:55:00	2006.12.09 12:19:00
Jázmin álma	1	2006.12.09 12:47:00	2006.12.09 14:52:00
Tonhalas	1	2006.12.09 13:24:00	2006.12.09 16:28:00
Mamma fia	1	2006.12.09 13:47:00	2006.12.09 16:04:00
Erős János	3	2006.12.09 14:08:00	2006.12.09 15:15:00
Jobbágy	1	2006.12.09 14:34:00	2006.12.09 15:22:00
Csabesz	1	2006.12.09 15:09:00	2006.12.09 16:01:00
Babos	1	2006.12.09 15:59:00	2006.12.09 19:01:00
Kolbászos	1	2006.12.09 16:20:00	2006.12.09 19:20:00
Tündi kedvence	1	2006.12.09 16:53:00	2006.12.09 19:52:00
Tündi kedvence	1	2006.12.09 17:39:00	2006.12.09 20:40:00
Hamm	1	2006.12.09 18:06:00	2006.12.09 20:45:00
Magyaros	1	2006.12.09 19:00:00	2006.12.09 21:40:00
Ilike	2	2006.12.09 19:21:00	2006.12.09 20:56:00
Hercegnő	2	2006.12.09 19:30:00	2006.12.09 22:01:00
Son-go-ku	1	2006.12.09 19:37:00	2006.12.09 21:39:00
Erdő kapitánya	1	2006.12.09 20:02:00	2006.12.09 20:26:00
Ráki	3	2006.12.09 20:34:00	2006.12.09 21:48:00
Mexikói	1	2006.12.09 21:14:00	2006.12.09 23:28:00
Popey	1	2006.12.09 21:49:00	2006.12.09 23:52:00
Rettenetes magyar	1	2006.12.09 22:25:00	2006.12.09 23:58:00
Király pizza	1	2006.12.09 23:15:00	2006.12.10 0:52:00
Görög	1	2006.12.09 23:25:00	2006.12.10 0:03:00
Quattro	1	2006.12.09 23:53:00	2006.12.10 0:33:00
Füstös	1	2006.12.10 0:34:00	2006.12.10 1:01:00
Maffiózó	1	2006.12.10 1:15:00	2006.12.10 2:40:00
Gino	1	2006.12.10 1:26:00	2006.12.10 2:11:00
Hamm	1	2006.12.10 2:03:00	2006.12.10 4:40:00
Sajtos	1	2006.12.10 2:23:00	2006.12.10 3:18:00
Lecsó	1	2006.12.10 3:04:00	2006.12.10 4:28:00
Áfonyás	3	2006.12.10 3:36:00	2006.12.10 6:28:00
Spanyol	1	2006.12.10 4:29:00	2006.12.10 7:18:00
Hawaii	1	2006.12.10 5:24:00	2006.12.10 6:35:00
Nikó	3	2006.12.10 5:31:00	2006.12.10 7:19:00
Pásztor	1	2006.12.10 6:13:00	2006.12.10 8:38:00
Szőke kapitány	3	2006.12.10 6:17:00	2006.12.10 8:30:00
Maffiózó	3	2006.12.10 6:44:00	2006.12.10 7:22:00
Csupa sajt	1	2006.12.10 6:56:00	2006.12.10 7:29:00
Nikó	2	2006.12.10 7:24:00	2006.12.10 10:32:00
Ilike	2	2006.12.10 8:05:00	2006.12.10 9:29:00
Gombás	1	2006.12.10 8:47:00	2006.12.10 10:39:00
Francia	1	2006.12.10 9:28:00	2006.12.10 10:31:00
Szőke kapitány	1	2006.12.10 9:55:00	2006.12.10 12:08:00
Zöldike	1	2006.12.10 10:16:00	2006.12.10 12:26:00
Csabesz	1	2006.12.10 10:31:00	2006.12.10 13:23:00
Máj Fair Lady	1	2006.12.10 10:37:00	2006.12.10 12:34:00
Hamm	3	2006.12.10 10:59:00	2006.12.10 11:45:00
Hellas	1	2006.12.10 11:31:00	2006.12.10 11:52:00
Lecsó	3	2006.12.10 12:14:00	2006.12.10 15:02:00
Hellas	1	2006.12.10 12:47:00	2006.12.10 13:09:00
Pástétomos	1	2006.12.10 12:50:00	2006.12.10 14:24:00
Magvas	2	2006.12.10 12:50:00	2006.12.10 15:30:00
Tonhalas	1	2006.12.10 12:53:00	2006.12.10 15:16:00
Görög	1	2006.12.10 13:28:00	2006.12.10 14:21:00
Gombás	1	2006.12.10 14:02:00	2006.12.10 15:05:00
Hawaii	1	2006.12.10 14:03:00	2006.12.10 14:41:00
Magvas	3	2006.12.10 14:32:00	2006.12.10 14:58:00
Babos	1	2006.12.10 15:07:00	2006.12.10 16:17:00
Ilike	1	2006.12.10 16:00:00	2006.12.10 17:04:00
Gyros pizza	1	2006.12.10 16:01:00	2006.12.10 17:59:00
Szerzetes	1	2006.12.10 16:36:00	2006.12.10 19:44:00
Gyros pizza	2	2006.12.10 17:14:00	2006.12.10 19:09:00
Lecsó	1	2006.12.10 18:05:00	2006.12.10 20:24:00
Nordic	3	2006.12.10 19:00:00	2006.12.10 20:08:00
Kétszínű	3	2006.12.10 19:33:00	2006.12.10 20:52:00
Erős János	1	2006.12.10 20:04:00	2006.12.10 20:55:00
Görög	1	2006.12.10 20:15:00	2006.12.10 23:16:00
Caribi	1	2006.12.10 21:08:00	2006.12.10 23:13:00
Pacalos	3	2006.12.10 22:05:00	2006.12.11 0:51:00
Pipis	1	2006.12.10 22:42:00	2006.12.11 0:25:00
Jobbágy	1	2006.12.10 22:45:00	2006.12.11 0:00:00
Pipis	2	2006.12.10 22:53:00	2006.12.11 0:25:00
Nyuszó-Muszó	1	2006.12.10 23:16:00	2006.12.11 1:19:00
Csupa sajt	1	2006.12.10 23:16:00	2006.12.11 1:12:00
Caribi	1	2006.12.10 23:18:00	2006.12.11 2:21:00
Popey	1	2006.12.10 23:56:00	2006.12.11 1:35:00
Ínyenc	1	2006.12.11 0:36:00	2006.12.11 3:28:00
Ilike	1	2006.12.11 1:19:00	2006.12.11 4:31:00
Juhtúrós	1	2006.12.11 1:53:00	2006.12.11 4:14:00
Görög	1	2006.12.11 2:09:00	2006.12.11 5:04:00
Pipis	1	2006.12.11 2:52:00	2006.12.11 3:51:00
Pásztor	1	2006.12.11 3:17:00	2006.12.11 6:27:00
Erdő kapitánya	1	2006.12.11 3:45:00	2006.12.11 5:14:00
Pipis	3	2006.12.11 3:49:00	2006.12.11 5:33:00
Quattro	1	2006.12.11 3:53:00	2006.12.11 5:41:00
Nordic	2	2006.12.11 4:50:00	2006.12.11 5:29:00
Pipis	2	2006.12.11 4:56:00	2006.12.11 7:31:00
Lecsó	1	2006.12.11 5:48:00	2006.12.11 7:11:00
Lagúna	1	2006.12.11 5:59:00	2006.12.11 8:06:00
Ínyenc	3	2006.12.11 6:53:00	2006.12.11 8:25:00
Gombás	2	2006.12.11 7:26:00	2006.12.11 10:00:00
Barbecue chicken	1	2006.12.11 8:18:00	2006.12.11 11:01:00
Hellas	3	2006.12.11 9:16:00	2006.12.11 12:11:00
Kétszínű	1	2006.12.11 9:17:00	2006.12.11 11:47:00
Francia	1	2006.12.11 10:00:00	2006.12.11 11:49:00
Ráki	1	2006.12.11 10:14:00	2006.12.11 11:28:00
Spencer	1	2006.12.11 10:35:00	2006.12.11 13:02:00
Pacalos	3	2006.12.11 11:23:00	2006.12.11 13:51:00
Mamma fia	1	2006.12.11 11:41:00	2006.12.11 13:57:00
Spanyol	1	2006.12.11 11:51:00	2006.12.11 13:26:00
Hamm	3	2006.12.11 12:24:00	2006.12.11 13:09:00
Hellas	1	2006.12.11 12:37:00	2006.12.11 13:24:00
Tündi kedvence	1	2006.12.11 12:54:00	2006.12.11 13:42:00
Máj Fair Lady	2	2006.12.11 13:08:00	2006.12.11 14:14:00
Nikó	1	2006.12.11 13:28:00	2006.12.11 15:02:00
Popey	1	2006.12.11 14:21:00	2006.12.11 15:58:00
Zöldike	1	2006.12.11 14:59:00	2006.12.11 16:17:00
Francia	1	2006.12.11 15:42:00	2006.12.11 16:34:00
Sonkás	1	2006.12.11 16:32:00	2006.12.11 17:39:00
Törperős	1	2006.12.11 16:43:00	2006.12.11 17:50:00
Jázmin álma	1	2006.12.11 16:58:00	2006.12.11 20:01:00
Szalámis	1	2006.12.11 17:37:00	2006.12.11 18:33:00
Son-go-ku	1	2006.12.11 18:13:00	2006.12.11 20:49:00
Törperős	1	2006.12.11 18:57:00	2006.12.11 21:21:00
Nyuszó-Muszó	2	2006.12.11 19:02:00	2006.12.11 19:44:00
Hawaii	1	2006.12.11 19:44:00	2006.12.11 22:01:00
Erős János	1	2006.12.11 20:27:00	2006.12.11 22:20:00
Kolbászos	1	2006.12.11 21:24:00	2006.12.11 23:58:00
Ínyenc	1	2006.12.11 21:58:00	2006.12.12 0:27:00
Ínyenc	1	2006.12.11 22:07:00	2006.12.11 23:07:00
Szardíniás	3	2006.12.11 22:35:00	2006.12.12 1:44:00
Ilike	1	2006.12.11 23:19:00	2006.12.12 0:41:00
Füstös	3	2006.12.11 23:27:00	2006.12.12 0:32:00
Tenger gyümölcsei	1	2006.12.12 0:22:00	2006.12.12 2:36:00
Gino	1	2006.12.12 1:16:00	2006.12.12 2:27:00
Pacalos	1	2006.12.12 2:01:00	2006.12.12 2:33:00
Mixi	1	2006.12.12 2:05:00	2006.12.12 4:43:00
Kétszínű	2	2006.12.12 2:43:00	2006.12.12 3:25:00
Frankfurti	1	2006.12.12 3:16:00	2006.12.12 4:01:00
Kívánság	1	2006.12.12 3:27:00	2006.12.12 5:06:00
Kiadós	1	2006.12.12 4:12:00	2006.12.12 5:43:00
Rettenetes magyar	2	2006.12.12 4:46:00	2006.12.12 7:56:00
Mexikói	1	2006.12.12 4:47:00	2006.12.12 5:39:00
Pásztor	1	2006.12.12 5:14:00	2006.12.12 5:36:00
So-ku	1	2006.12.12 5:47:00	2006.12.12 6:27:00
Füstös	3	2006.12.12 6:36:00	2006.12.12 7:55:00
So-ku	1	2006.12.12 7:14:00	2006.12.12 10:20:00
Szőke kapitány	1	2006.12.12 7:26:00	2006.12.12 8:52:00
Magvas	3	2006.12.12 7:49:00	2006.12.12 10:16:00
Csupa sajt	1	2006.12.12 8:26:00	2006.12.12 9:55:00
Gino	1	2006.12.12 8:45:00	2006.12.12 11:32:00
Hawaii	1	2006.12.12 9:06:00	2006.12.12 11:09:00
HamAndEggs	2	2006.12.12 9:16:00	2006.12.12 12:00:00
Frankfurti	3	2006.12.12 9:48:00	2006.12.12 11:20:00
Mexikói	1	2006.12.12 10:37:00	2006.12.12 12:54:00
Lagúna	1	2006.12.12 10:38:00	2006.12.12 11:29:00
Mexikói	1	2006.12.12 11:11:00	2006.12.12 13:45:00
Góré	1	2006.12.12 11:40:00	2006.12.12 14:01:00
Babos	1	2006.12.12 12:25:00	2006.12.12 13:38:00
Góré	1	2006.12.12 13:09:00	2006.12.12 14:38:00
Tündi kedvence	2	2006.12.12 13:24:00	2006.12.12 14:27:00
Jázmin álma	1	2006.12.12 14:19:00	2006.12.12 17:07:00
Szerzetes	1	2006.12.12 14:32:00	2006.12.12 17:04:00
Lagúna	2	2006.12.12 15:18:00	2006.12.12 16:23:00
Pacalos	1	2006.12.12 16:11:00	2006.12.12 19:03:00
Mamma fia	1	2006.12.12 16:54:00	2006.12.12 19:21:00
Sonkás	3	2006.12.12 17:05:00	2006.12.12 18:05:00
Pástétomos	1	2006.12.12 17:14:00	2006.12.12 19:49:00
Ráki	1	2006.12.12 18:02:00	2006.12.12 19:19:00
Csabesz	1	2006.12.12 18:07:00	2006.12.12 20:02:00
Tenger gyümölcsei	1	2006.12.12 19:00:00	2006.12.12 20:45:00
Szőke kapitány	1	2006.12.12 19:23:00	2006.12.12 20:25:00
Son-go-ku	1	2006.12.12 20:00:00	2006.12.12 21:36:00
Jázmin álma	2	2006.12.12 20:14:00	2006.12.12 22:56:00
Spanyol	1	2006.12.12 20:35:00	2006.12.12 21:49:00
Francia	1	2006.12.12 21:02:00	2006.12.12 23:01:00
Szerzetes	2	2006.12.12 21:12:00	2006.12.12 22:38:00
Popey	1	2006.12.12 21:30:00	2006.12.12 22:42:00
Mamma fia	1	2006.12.12 22:05:00	2006.12.12 23:23:00
Quattro	1	2006.12.12 22:08:00	2006.12.13 0:27:00
Lecsó	1	2006.12.12 22:35:00	2006.12.13 1:00:00
Áfonyás	2	2006.12.12 23:17:00	2006.12.13 0:11:00
Jobbágy	1	2006.12.12 23:18:00	2006.12.13 0:14:00
Spanyol	1	2006.12.12 23:36:00	2006.12.13 1:24:00
Mamma fia	1	2006.12.12 23:41:00	2006.12.13 1:14:00
Hellas	1	2006.12.13 0:06:00	2006.12.13 1:45:00
Szőke kapitány	1	2006.12.13 0:40:00	2006.12.13 1:53:00
Vega	1	2006.12.13 1:29:00	2006.12.13 2:44:00
Kétszínű	1	2006.12.13 2:23:00	2006.12.13 4:02:00
Betyáros	1	2006.12.13 3:10:00	2006.12.13 5:20:00
Erős János	1	2006.12.13 4:06:00	2006.12.13 6:50:00
Sonkás	1	2006.12.13 4:43:00	2006.12.13 6:37:00
Nyuszó-Muszó	1	2006.12.13 5:09:00	2006.12.13 7:02:00
Csabesz	2	2006.12.13 5:30:00	2006.12.13 8:03:00
Maffiózó	1	2006.12.13 6:23:00	2006.12.13 8:36:00
Francia	1	2006.12.13 6:44:00	2006.12.13 7:45:00
Csupa sajt	1	2006.12.13 7:17:00	2006.12.13 9:48:00
Mexikói	1	2006.12.13 7:42:00	2006.12.13 8:26:00
Francia	1	2006.12.13 7:54:00	2006.12.13 9:14:00
Lagúna	1	2006.12.13 8:37:00	2006.12.13 9:29:00
Popey	1	2006.12.13 9:21:00	2006.12.13 11:38:00
Kagylós	1	2006.12.13 9:56:00	2006.12.13 12:55:00
Góré	1	2006.12.13 10:49:00	2006.12.13 11:49:00
Mixi	1	2006.12.13 11:10:00	2006.12.13 12:36:00
Spanyol	1	2006.12.13 11:27:00	2006.12.13 14:26:00
Babos	1	2006.12.13 11:32:00	2006.12.13 13:49:00
Hellas	1	2006.12.13 11:49:00	2006.12.13 12:49:00
Caribi	1	2006.12.13 12:41:00	2006.12.13 13:14:00
Szalámis	2	2006.12.13 13:37:00	2006.12.13 14:38:00
Kívánság	1	2006.12.13 14:22:00	2006.12.13 16:50:00
Röfi	1	2006.12.13 14:56:00	2006.12.13 16:10:00
Lecsó	1	2006.12.13 15:36:00	2006.12.13 17:58:00
Hercegnő	2	2006.12.13 16:07:00	2006.12.13 17:00:00
Tonhalas	3	2006.12.13 16:37:00	2006.12.13 18:55:00
Sonkás	1	2006.12.13 17:32:00	2006.12.13 17:55:00
Spencer	1	2006.12.13 18:04:00	2006.12.13 20:40:00
Szardíniás	3	2006.12.13 18:12:00	2006.12.13 20:45:00
Spanyol	1	2006.12.13 18:56:00	2006.12.13 20:31:00
Popey	2	2006.12.13 18:56:00	2006.12.13 19:55:00
Ínyenc	1	2006.12.13 19:28:00	2006.12.13 21:32:00
Lecsó	1	2006.12.13 19:39:00	2006.12.13 21:43:00
Törperős	1	2006.12.13 20:19:00	2006.12.13 22:19:00
Góré	1	2006.12.13 20:41:00	2006.12.13 22:03:00
Rettenetes magyar	1	2006.12.13 21:05:00	2006.12.14 0:04:00
Pacalos	1	2006.12.13 21:22:00	2006.12.13 23:43:00
Excellent	1	2006.12.13 22:08:00	2006.12.13 23:34:00
Zöldike	2	2006.12.13 22:41:00	2006.12.13 23:37:00
Tenger gyümölcsei	1	2006.12.13 23:35:00	2006.12.14 2:33:00
Hercegnő	1	2006.12.13 23:51:00	2006.12.14 1:16:00
Röfi	1	2006.12.14 0:05:00	2006.12.14 2:34:00
Country	1	2006.12.14 0:09:00	2006.12.14 2:36:00
Maffiózó	1	2006.12.14 0:49:00	2006.12.14 1:28:00
Tenger gyümölcsei	1	2006.12.14 0:54:00	2006.12.14 3:47:00
So-ku	2	2006.12.14 1:43:00	2006.12.14 3:11:00
Babos	1	2006.12.14 2:38:00	2006.12.14 4:12:00
Maffiózó	3	2006.12.14 3:10:00	2006.12.14 3:58:00
Babos	1	2006.12.14 3:36:00	2006.12.14 5:40:00
HamAndEggs	1	2006.12.14 4:18:00	2006.12.14 5:54:00
Király pizza	1	2006.12.14 4:53:00	2006.12.14 7:04:00
Spanyol	3	2006.12.14 5:16:00	2006.12.14 6:43:00
Tenger gyümölcsei	1	2006.12.14 5:49:00	2006.12.14 8:02:00
Jázmin álma	1	2006.12.14 6:40:00	2006.12.14 8:28:00
Szardíniás	2	2006.12.14 6:51:00	2006.12.14 8:28:00
Caribi	1	2006.12.14 7:48:00	2006.12.14 9:10:00
Tündi kedvence	1	2006.12.14 8:37:00	2006.12.14 9:19:00
Szalámis	3	2006.12.14 9:07:00	2006.12.14 11:08:00
Country	1	2006.12.14 9:57:00	2006.12.14 10:44:00
Szőke kapitány	2	2006.12.14 10:12:00	2006.12.14 11:53:00
Kagylós	1	2006.12.14 10:29:00	2006.12.14 13:26:00
Szardíniás	1	2006.12.14 10:33:00	2006.12.14 11:29:00
Máj Fair Lady	1	2006.12.14 11:09:00	2006.12.14 12:01:00
Francia	1	2006.12.14 11:18:00	2006.12.14 14:19:00
Sonkás	1	2006.12.14 11:26:00	2006.12.14 11:59:00
So-ku	1	2006.12.14 12:04:00	2006.12.14 13:04:00
Király pizza	1	2006.12.14 12:37:00	2006.12.14 13:03:00
Magvas	2	2006.12.14 12:48:00	2006.12.14 13:53:00
Ráki	1	2006.12.14 13:20:00	2006.12.14 16:21:00
Hamm	3	2006.12.14 13:28:00	2006.12.14 15:59:00
Vega	2	2006.12.14 14:15:00	2006.12.14 14:36:00
Mixi	1	2006.12.14 15:01:00	2006.12.14 17:28:00
Babos	1	2006.12.14 15:32:00	2006.12.14 16:57:00
Tündi kedvence	2	2006.12.14 15:40:00	2006.12.14 16:39:00
Quattro	1	2006.12.14 15:46:00	2006.12.14 16:08:00
Mixi	2	2006.12.14 16:22:00	2006.12.14 19:07:00
Ilike	1	2006.12.14 17:18:00	2006.12.14 19:59:00
Quattro	1	2006.12.14 17:23:00	2006.12.14 17:48:00
Lagúna	2	2006.12.14 17:55:00	2006.12.14 20:31:00
Máj Fair Lady	2	2006.12.14 18:39:00	2006.12.14 19:38:00
Áfonyás	1	2006.12.14 18:49:00	2006.12.14 19:44:00
Máj Fair Lady	2	2006.12.14 19:21:00	2006.12.14 20:54:00
Szalámis	1	2006.12.14 19:48:00	2006.12.14 22:31:00
Erős János	1	2006.12.14 20:18:00	2006.12.14 23:29:00
Csabesz	1	2006.12.14 20:57:00	2006.12.14 22:46:00
Kagylós	2	2006.12.14 21:13:00	2006.12.14 23:25:00
Szalámis	1	2006.12.14 21:53:00	2006.12.14 23:57:00
Spencer	1	2006.12.14 22:39:00	2006.12.14 23:25:00
Ilike	2	2006.12.14 22:54:00	2006.12.15 0:38:00
Kiadós	3	2006.12.14 23:43:00	2006.12.15 2:34:00
Vega	1	2006.12.15 0:00:00	2006.12.15 2:24:00
Hellas	2	2006.12.15 0:06:00	2006.12.15 2:52:00
So-ku	2	2006.12.15 0:46:00	2006.12.15 2:07:00
Erdő kapitánya	3	2006.12.15 0:47:00	2006.12.15 3:33:00
Nikó	3	2006.12.15 1:13:00	2006.12.15 3:56:00
Góré	1	2006.12.15 1:21:00	2006.12.15 4:12:00
So-ku	1	2006.12.15 1:48:00	2006.12.15 4:27:00
Pásztor	3	2006.12.15 2:06:00	2006.12.15 2:44:00
Szardíniás	1	2006.12.15 2:24:00	2006.12.15 5:17:00
Pipis	3	2006.12.15 2:54:00	2006.12.15 5:35:00
Babos	3	2006.12.15 3:35:00	2006.12.15 4:40:00
Betyáros	1	2006.12.15 3:59:00	2006.12.15 6:46:00
Jázmin álma	1	2006.12.15 4:50:00	2006.12.15 6:31:00
Tüzes halál	3	2006.12.15 5:18:00	2006.12.15 5:55:00
Rettenetes magyar	1	2006.12.15 5:25:00	2006.12.15 6:38:00
Tenger gyümölcsei	1	2006.12.15 6:10:00	2006.12.15 7:57:00
Spanyol	1	2006.12.15 6:11:00	2006.12.15 7:57:00
Erdő kapitánya	3	2006.12.15 6:48:00	2006.12.15 10:00:00
Ilike	1	2006.12.15 7:41:00	2006.12.15 8:43:00
Pásztor	1	2006.12.15 8:20:00	2006.12.15 11:29:00
Kiadós	1	2006.12.15 9:10:00	2006.12.15 11:08:00
Son-go-ku	1	2006.12.15 9:45:00	2006.12.15 10:55:00
Spencer	1	2006.12.15 10:33:00	2006.12.15 10:53:00
Szardíniás	1	2006.12.15 10:50:00	2006.12.15 11:56:00
Excellent	1	2006.12.15 11:41:00	2006.12.15 13:22:00
Barbecue chicken	3	2006.12.15 11:45:00	2006.12.15 14:56:00
Kagylós	2	2006.12.15 12:22:00	2006.12.15 14:48:00
Szalámis	1	2006.12.15 12:34:00	2006.12.15 15:46:00
Nikó	1	2006.12.15 12:59:00	2006.12.15 15:26:00
Erdő kapitánya	2	2006.12.15 13:28:00	2006.12.15 14:40:00
Szerzetes	1	2006.12.15 13:48:00	2006.12.15 14:13:00
Sajtos	1	2006.12.15 14:15:00	2006.12.15 15:17:00
Szerzetes	1	2006.12.15 14:31:00	2006.12.15 15:02:00
Király pizza	3	2006.12.15 14:48:00	2006.12.15 15:33:00
Juhtúrós	1	2006.12.15 15:04:00	2006.12.15 15:34:00
Pásztor	1	2006.12.15 15:48:00	2006.12.15 17:48:00
Áfonyás	1	2006.12.15 16:25:00	2006.12.15 17:56:00
Tenger gyümölcsei	1	2006.12.15 17:16:00	2006.12.15 19:46:00
Maffiózó	1	2006.12.15 17:19:00	2006.12.15 17:53:00
Gyros pizza	1	2006.12.15 17:38:00	2006.12.15 19:10:00
Barbecue chicken	1	2006.12.15 17:47:00	2006.12.15 19:02:00
Szardíniás	1	2006.12.15 18:43:00	2006.12.15 20:11:00
Füstös	1	2006.12.15 19:22:00	2006.12.15 21:13:00
Máj Fair Lady	1	2006.12.15 20:16:00	2006.12.15 23:21:00
Country	1	2006.12.15 20:43:00	2006.12.15 22:15:00
Kolbászos	1	2006.12.15 21:36:00	2006.12.16 0:31:00
Ínyenc	1	2006.12.15 22:33:00	2006.12.16 0:18:00
Mexikói	1	2006.12.15 22:34:00	2006.12.16 1:41:00
Magyaros	1	2006.12.15 23:01:00	2006.12.16 1:26:00
Ínyenc	1	2006.12.15 23:21:00	2006.12.16 1:09:00
Babos	1	2006.12.15 23:37:00	2006.12.16 1:25:00
